Family ID,Created at,Survey number,Worker,Gender,Country of birth,People in household,Race,Hispanic,Housing situation,Rent vs. Own,Child mortality,Disability,Automobile,Veteran Status,LGBTQ,Early Childhood Education,Number of People in Household with GED or HS Diploma,Highest level,Highest level in household,Annual income,Primary economic activity:,Assistance:
18779,2022-05-09,2º,vbryant,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Unemployed,"Food stamps,WIC"
18779,2023-01-03,1º,kmacedo,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,24960,"Unemployed,Employed Full-Time","Food stamps,WIC"
18779,2023-03-30,2º,kmacedo,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,Less than High School,Less than High School,,"Employed Full-Time,Unemployed",WIC
35202,2021-11-23,1º,mespino,Female,El Salvador,2,Native Hawaiian or Other Pacific Islander,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Not applicable,1,High School/GED,High School/GED,,Employed Full-Time,None
31757,2022-11-29,1º,njaen,Male,United States of America,4,"Other,Black or African American",Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,21801,Employed Full-Time,"Food stamps,WIC"
31757,2023-04-24,2º,njaen,Male,United States of America,4,Other,Yes,Apartment/Condominium,Rent my home,No,No,Yes,No,No,,,High School/GED,,,Other,WIC
25851,2021-11-16,1º,ialba,Female,Honduras,4,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC"
25851,2022-05-11,2º,njaen,Female,Honduras,4,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Food stamps
36597,2022-12-09,1º,mespino,Female,United States of America,7,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Unemployed,"WIC,Other"
36597,2023-04-03,2º,mespino,Female,United States of America,7,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,,
31534,2021-10-19,1º,kmacedo,Female,United States of America,3,Other,Yes,Trailer/Mobile Home,Rent my home,Yes,No,Yes,No,No,Yes,1,High School/GED,Less than High School,20000,Employed Full-Time,None
31534,2022-11-10,2º,avanegasvelasquez,Female,United States of America,4,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,,"Other,WIC"
31534,2023-06-27,3º,avanegasvelasquez,Female,United States of America,4,Other,Yes,Casa,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,"Employed Full-Time,Unemployed",WIC
139288,2022-01-11,1º,kmacedo,Female,United States of America,7,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,0,Less than High School,Less than High School,22000,"Employed Full-Time,Stay-at-Home Caregiver,In School",None
139288,2022-05-02,2º,kmacedo,Female,United States of America,7,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,,High School/GED,High School/GED,16800,Employed Part-Time,
30840,2022-09-27,1º,kmacedo,Female,United States of America,7,Other,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,16800,"Employed Full-Time,Unemployed",None
30840,2023-04-27,2º,kmacedo,Female,United States of America,7,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,20000,"Employed Full-Time,Employed Part-Time",None
36521,2022-12-08,1º,mespino,Female,United States of America,8,American Indian or Alaska Native,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Unemployed,"Food stamps,Other"
36521,2023-04-20,2º,mespino,Female,United States of America,8,,,,,,,,,,,,,,,,
162871,2022-11-07,1º,yliaogomez,Female,United States of America,6,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,38000,Employed Full-Time,None
147489,2021-11-22,1º,alopez,Female,United States of America,4,White,No,Trailer/Mobile Home,Owners,No,No,Yes,No,No,No,0,Less than High School,Less than High School,28000,Employed Full-Time,
147489,2022-05-05,2º,alopez,Female,United States of America,4,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,No,,Less than High School,Less than High School,,Employed Full-Time,"Food stamps,WIC"
147489,2023-02-15,1º,alopez,Female,United States of America,4,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,,High School/GED,High School/GED,32000,Employed Full-Time,"Food stamps,WIC"
33892,2022-03-30,1º,avanegasvelasquez,Female,United States of America,4,,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,0,Less than High School,Less than High School,,Employed Full-Time,"Food stamps,WIC"
33892,2022-05-05,2º,avanegasvelasquez,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Full-Time,Unemployed",WIC
14007,2021-11-03,1º,nanderson,Female,United States of America,5,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,28000,Employed Full-Time,WIC
14007,2022-05-05,2º,nanderson,Female,United States of America,5,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,28000,Employed Full-Time,WIC
14007,2022-11-16,3º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,28000,Employed Full-Time,WIC
14007,2023-06-26,4º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,28237,Employed Full-Time,
33197,2021-12-06,1º,kmacedo,Female,United States of America,3,American Indian or Alaska Native,No,Single Family House,Rent my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,25000,"In School,Employed Full-Time","Food stamps,WIC"
33197,2022-05-04,2º,kmacedo,Female,United States of America,3,American Indian or Alaska Native,No,Single Family House,Rent my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,25000,"In School,Employed Full-Time","Food stamps,WIC"
36973,2022-11-29,1º,dgomezserrano,Female,United States of America,7,White,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,"Employed Full-Time,Stay-at-Home Caregiver,Unemployed",
29406,2022-05-04,1º,vbryant,Female,United States of America,6,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,32797,Employed Full-Time,"Food stamps,WIC"
29406,2022-05-04,2º,vbryant,Female,United States of America,6,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,32797,Employed Full-Time,"Food stamps,WIC"
36483,2022-11-29,1º,njaen,Male,United States of America,2,Other,Yes,Trailer/Mobile Home,Rent my home,No,Yes,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Employed Full-Time,"Food stamps,WIC"
36483,2023-04-24,2º,njaen,Male,United States of America,2,,,,,,,,,,,,,,,,
36443,2022-11-28,1º,mespino,Female,United States of America,2,White,No,,,,,,,,Yes,1,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,None
36443,2023-04-21,2º,mespino,Female,United States of America,2,,,,,,,,,,,,,,,,
29406,2022-11-29,1º,njaen,Female,United States of America,6,Other,Yes,Single Family House,Rent my home,,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,32000,Employed Full-Time,WIC
29406,2023-04-24,2º,njaen,Female,United States of America,6,Other,,,,,,,,,,,,,,,
33892,2022-10-11,1º,avanegasvelasquez,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,0,Less than High School,Less than High School,,"Employed Full-Time,Unemployed","WIC,Other"
33892,2023-06-28,2º,avanegasvelasquez,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Full-Time,Unemployed","Food stamps,WIC,Other"
35136,2021-11-10,1º,ialba,Female,United States of America,2,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,Food stamps
3032,2022-11-28,1º,mespino,Female,United States of America,5,American Indian or Alaska Native,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC,Other"
3032,2023-03-24,2º,mespino,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,20000,Employed Full-Time,Food stamps
20472,2021-11-12,1º,ialba,Female,Honduras,8,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,"Employed Full-Time,Stay-at-Home Caregiver","Food stamps,WIC"
20472,2022-05-10,2º,vsanchezlopez,Female,United States of America,9,Other,Yes,Single Family House,Own my home,No,No,No,No,No,Yes,,,,,Unemployed,Food stamps
34814,2021-11-10,1º,vbryant,Female,United States of America,4,Other,Yes,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,21112,Employed Full-Time,"Food stamps,WIC"
34814,2022-05-03,2º,vbryant,Female,United States of America,4,Other,Yes,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,21112,Employed Full-Time,"Food stamps,WIC"
36543,2023-01-31,1º,yliaogomez,Female,United States of America,2,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,No,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Food stamps
36543,2023-06-29,2º,yliaogomez,Female,United States of America,2,,,,,,,,,,,,,,,,
36257,2022-11-29,1º,njaen,Female,United States of America,3,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Full-Time,"Food stamps,WIC"
36257,2023-04-24,2º,njaen,Female,United States of America,3,Other,Yes,,,,,,,,,,,,,,
168284,2022-07-07,1º,yliaogomez,Female,United States of America,3,White,Yes,Single Family House,,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,WIC
33488,2021-11-04,1º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,I don’t know,1,High School/GED,High School/GED,35000,Employed Full-Time,None
33488,2022-05-03,2º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,35000,Employed Full-Time,None
35322,2022-11-28,1º,njaen,Female,United States of America,5,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,26000,Employed Full-Time,WIC
35322,2023-04-24,2º,njaen,Female,United States of America,5,Black or African American,,,,,,,,,,,,,,,
3191,2022-05-03,1º,vbryant,Female,United States of America,5,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,5537,Other,"Food stamps,WIC"
3191,2022-07-13,2º,vbryant,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,,Less than High School,Less than High School,9600,Employed Full-Time,None
34932,2021-11-02,1º,nanderson,Female,United States of America,6,Black or African American,No,Transitional Housing,Live with parents,No,No,Yes,Yes,No,Yes,2,Two-Year College Degree,Two-Year College Degree,2400,Employed Full-Time,Food stamps
34932,2022-05-05,2º,nanderson,Female,United States of America,6,Black or African American,No,Transitional Housing,Live with parents,No,No,Yes,Yes,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,Food stamps
34932,2022-10-07,3º,kmacedo,Female,United States of America,6,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,15583,Employed Full-Time,
34932,2023-05-08,4º,kmacedo,Female,United States of America,6,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,,High School/GED,High School/GED,,Employed Part-Time,WIC
35664,2022-01-08,1º,vbryant,Female,United States of America,2,Black or African American,No,Single Family House,Homeless,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Full-Time,Other
35664,2022-04-28,2º,vbryant,Female,United States of America,2,Black or African American,No,Single Family House,Homeless,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,Food stamps
35664,2023-03-28,3º,yliaogomez,Female,United States of America,2,Black or African American,No,Single Family House,Live with parents,No,No,Yes,No,Prefer not to say,Yes,1,High School/GED,High School/GED,35000,Employed Full-Time,None
146457,2022-07-08,1º,alopez,Female,United States of America,5,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,32000,Employed Full-Time,WIC
146457,2022-10-04,2º,alopez,Female,United States of America,5,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,Four-Year College Degree,Four-Year College Degree,45000,Employed Full-Time,WIC
146457,2023-04-21,3º,alopez,Female,United States of America,5,White,Yes,Trailer/Mobile Home,Own my home,No,Yes,Yes,No,No,Yes,2,High School/GED,High School/GED,35000,Employed Full-Time,Food stamps
37401,2023-01-19,1º,njaen,Female,United States of America,3,Other,No,Single Family House,Rent my home,No,No,No,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,0,Employed Full-Time,WIC
37401,2023-04-24,2º,njaen,Female,United States of America,3,Other,,,,,,,,,,,,,,,
21187,2021-11-12,1º,kmacedo,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Self-Employed,Food stamps
21187,2022-05-04,2º,kmacedo,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Self-Employed,Food stamps
21187,2022-10-11,3º,kmacedo,Female,United States of America,4,Black or African American,No,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,17251,Self-Employed,None
21187,2023-03-27,4º,kmacedo,Female,United States of America,4,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,11,,,,Self-Employed,Food stamps
1,2021-11-09,1º,mespino,Female,Mexico,3,Native Hawaiian or Other Pacific Islander,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,Less than High School,Less than High School,,Independiente,"Food stamps,Other"
120112,2022-12-08,1º,yliaogomez,Female,United States of America,6,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,,Less than High School,Less than High School,,Unemployed,Food stamps
146054,2022-11-14,1º,jdeleon,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,25000,Employed Full-Time,Food stamps
24711,2021-10-28,1º,vbryant,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,18000,Employed Full-Time,Food stamps
24711,2022-05-04,2º,vbryant,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,23158,Employed Full-Time,"WIC,Food stamps"
146054,2023-04-26,2º,yliaogomez,Female,United States of America,4,,,,,,,,,,,,,,,,
5,2021-03-12,1º,jrobinson,Female,United States of America,2,Black or African American,No,Group Home,,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,"Food stamps,WIC"
5,2021-05-27,2º,telamon_jetoya,Female,United States of America,2,Black or African American,No,Apartment/Condominium,Live with parents,No,No,Yes,No,No,,,,,,Employed Part-Time,"WIC,Food stamps"
19035,2021-11-12,1º,mespino,Female,United States of America,5,Native Hawaiian or Other Pacific Islander,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,30524,Employed Full-Time,Other
19035,2022-05-06,2º,mespino,Female,United States of America,5,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,Unemployed,WIC
19035,2022-12-08,3º,mespino,Female,United States of America,5,American Indian or Alaska Native,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Graduate Degree,Graduate Degree,,Unemployed,Other
19705,2021-10-19,1º,mmarquez1,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,24000,Employed Full-Time,"WIC,Social Security"
19705,2022-05-04,2º,mmarquez1,Female,United States of America,5,,Yes,Trailer/Mobile Home,Rent my home,No,Prefer not to say,Yes,No,No,Yes,2,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC,Other"
36861,2022-11-29,1º,jdeleon,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Food stamps
36670,2023-01-27,1º,mespino,Female,United States of America,2,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,1,Graduate Degree,Graduate Degree,,Employed Full-Time,"WIC,Other"
36670,2023-04-05,2º,mespino,Female,United States of America,2,American Indian or Alaska Native,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,"WIC,Other"
170812,2023-02-16,1º,alopez,Female,United States of America,3,Black or African American,No,Single Family House,Own my home,No,Yes,Yes,No,No,Yes,1,Less than High School,Two-Year College Degree,40000,Employed Full-Time,WIC
28634,2022-07-06,1º,mespino,Male,United States of America,7,Other,Yes,Single Family House,Own my home,No,No,Yes,No,Prefer not to say,I don’t know,1,High School/GED,High School/GED,,Employed Full-Time,None
28634,2022-07-06,2º,mespino,Male,United States of America,7,Other,Yes,Single Family House,Own my home,No,No,Yes,No,Prefer not to say,No,1,High School/GED,High School/GED,,Employed Full-Time,None
32289,2023-06-13,2º,yliaogomez,Female,United States of America,3,,,,,,,,,,,,,,,,
27980,2022-11-29,1º,dgomezserrano,Female,United States of America,5,White,Yes,Trailer/Mobile Home,Own my home,No,Yes,Yes,No,No,Yes,,,,,"Employed Full-Time,Stay-at-Home Caregiver","Other,Disability"
167406,2022-11-09,1º,yliaogomez,Male,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,,25000,Employed Full-Time,"Food stamps,WIC"
167406,2023-06-29,2º,yliaogomez,Male,United States of America,5,,,,,,,,,,,,,,,,
30856,2021-10-07,1º,snguyen,Female,El Salvador,4,Other,Yes,Single Family House,Own my home,Yes,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Stay-at-Home Caregiver,"Food stamps,WIC"
30856,2022-05-04,2º,snguyen,Female,El Salvador,4,Other,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,Less than High School,,Stay-at-Home Caregiver,"Food stamps,WIC"
35276,2022-12-08,1º,njaen,Female,United States of America,4,,,,,,,,,,Yes,1,Two-Year College Degree,Two-Year College Degree,0,Unemployed,"Food stamps,WIC"
35276,2023-04-24,2º,njaen,Female,United States of America,4,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,Food stamps
32127,2021-11-11,1º,ialba,Male,Colombia,5,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,"Employed Full-Time,Stay-at-Home Caregiver","Food stamps,WIC"
32127,2022-05-09,2º,vbryant,Male,Colombia,5,Other,Yes,Single Family House,Own my home,No,No,No,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,25000,Employed Full-Time,"Food stamps,WIC"
37193,2023-02-13,1º,jdeleon,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,25000,Employed Full-Time,WIC
34682,2021-10-25,1º,kmacedo,Non-binary/third gender,Honduras,4,,Yes,Single Family House,Live with parents,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,25000,Employed Full-Time,"WIC,Social Security"
34682,2022-05-02,2º,kmacedo,Female,Honduras,4,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,,Less than High School,Less than High School,20800,"Employed Full-Time,Other","WIC,Food stamps"
34682,2022-11-03,3º,kmacedo,Female,Honduras,4,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,20800,Employed Full-Time,WIC
34682,2023-04-28,4º,kmacedo,Female,Honduras,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,WIC
37616,2023-06-21,1º,mespino,Female,United States of America,2,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Unemployed,"WIC,Food stamps"
29982,2021-12-09,1º,mespino,Female,United States of America,4,Native Hawaiian or Other Pacific Islander,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,Employed Full-Time,Food stamps
29982,2022-05-06,2º,mespino,Female,United States of America,4,,,,,,,,,,,,,,,,
29982,2022-12-02,3º,mespino,Female,United States of America,4,,,With family,Live with another family,No,Yes,Yes,No,Yes,Yes,2,High School/GED,High School/GED,30000,Employed Full-Time,"Food stamps,WIC"
29982,2023-03-28,4º,mespino,Female,United States of America,4,"Black or African American,Other",Yes,Single Family House,Own my home,No,Yes,Yes,No,No,Yes,2,High School/GED,High School/GED,,Employed Full-Time,
21861,2021-11-10,1º,kmacedo,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,Yes,Yes,1,Two-Year College Degree,Two-Year College Degree,2000,Employed Part-Time,Food stamps
21861,2022-05-03,2º,kmacedo,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,Yes,Yes,1,Two-Year College Degree,Two-Year College Degree,2000,Employed Part-Time,Food stamps
21861,2022-11-04,3º,kmacedo,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,Yes,Yes,1,High School/GED,Less than High School,17570,Employed Full-Time,
21861,2023-05-04,4º,kmacedo,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,Yes,Yes,,High School/GED,High School/GED,,Employed Full-Time,Food stamps
13662,2022-11-29,1º,mespino,Female,United States of America,6,Black or African American,No,Single Family House,Own my home,Yes,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Unemployed,"Food stamps,Other"
13662,2023-03-30,2º,mespino,Female,United States of America,6,Black or African American,No,Single Family House,Own my home,,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Unemployed,"Food stamps,Other"
27724,2021-11-10,1º,vbryant,Male,United States of America,6,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,25480,Employed Full-Time,"Food stamps,WIC"
27724,2022-05-06,2º,vbryant,Male,United States of America,6,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
36975,2022-10-17,1º,swilliamson,Female,United States of America,4,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,I don’t know,2,High School/GED,High School/GED,,"Unemployed,In School","Food stamps,WIC"
29897,2021-11-17,1º,dgomezserrano,Female,United States of America,6,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Four-Year College Degree,,Unemployed,WIC
29897,2022-05-04,2º,dgomezserrano,Female,United States of America,6,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,None
35319,2021-11-10,1º,vbryant,Female,United States of America,3,Other,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,16021,Employed Full-Time,"Food stamps,WIC"
35319,2022-05-06,2º,vbryant,Female,United States of America,3,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,29500,Employed Full-Time,"Food stamps,WIC"
35319,2022-11-29,3º,njaen,Female,United States of America,3,"Black or African American,White",No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,29000,Employed Full-Time,WIC
35319,2023-04-24,4º,njaen,Female,United States of America,3,Other,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,Food stamps
27697,2021-11-15,1º,mespino,Female,United States of America,4,White,No,Single Family House,Live with parents,No,No,Yes,Yes,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,Other,WIC"
27697,2022-05-06,2º,mespino,Female,United States of America,4,,,,,,,,,,,,,,,,
27697,2022-12-09,3º,mespino,Female,United States of America,4,White,No,Single Family House,Prefer not to say,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,Other"
27697,2023-04-03,4º,mespino,Female,United States of America,4,White,No,Single Family House,,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,,
23311,2022-10-06,1º,avanegasvelasquez,Female,United States of America,6,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Full-Time,Unemployed","Food stamps,WIC,Other"
23311,2023-06-08,2º,kmacedo,Female,United States of America,6,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Unemployed,Food stamps
35078,2022-05-14,1º,vbryant,Male,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,9600,Employed Part-Time,"Food stamps,WIC"
168460,2022-06-16,1º,kmacedo,Male,United States of America,4,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,54000,Employed Full-Time,None
168460,2022-10-13,2º,kmacedo,Male,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,WIC
168460,2023-06-06,3º,kmacedo,Male,United States of America,4,,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,4500,In School,WIC
34441,2021-10-26,1º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
34441,2022-05-04,2º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Full-Time,"Food stamps,WIC"
34441,2022-08-30,3º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Live with another family,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC"
32658,2021-11-09,1º,mespino,Female,United States of America,5,Other,No,Trailer/Mobile Home,,No,No,No,No,No,Yes,5,,Two-Year College Degree,,Unemployed,Food stamps
32658,2022-05-06,2º,mespino,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Rent my home,,,,,,,,,,,,
